image_path,prediction
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.772209,45.46198.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.559815,43.653344.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-113.975864,51.148374.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.066549,49.105597.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.95277,48.20714.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.78419,47.3792.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.700613,43.791238.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.63421,46.15438.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.57678,46.67746.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.758545,45.33324.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.61484,46.04407.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.021682,49.136304.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.19606,48.16757.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.60093,45.7563.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.572241,45.400861.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.060464,51.008581.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.7461,48.7225.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.582795,45.337462.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.683036,43.663004.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.777677,45.346823.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.6817,46.9056.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.52891,46.05396.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.14297,46.91157.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.937587,49.105448.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.76713,45.349321.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-64.9928,51.6911.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.052661,50.897924.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.701895,45.595997.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-66.8453,50.0289.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.27178,53.20264.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.608839,45.326352.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.07556,46.02788.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.106178,51.003692.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.077426,49.108394.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.41154,45.46523.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-69.1448,47.5965.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.84123,50.81385.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.197127,49.241484.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.005815,51.04547.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.59567,45.83963.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.305967,43.686883.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.4831,51.02.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.46907,45.74221.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.920281,49.15605.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.56,46.0469.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.57267,47.54946.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.21221,46.36481.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-77.42955,48.40978.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.15982,48.92836.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.8912,46.0067.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.19886,48.06655.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.11491,45.97332.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.4772,47.89808.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.723635,49.121442.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.153387,50.935284.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.48435,46.41157.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.38402,48.61661.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.2253,46.22422.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.585477,45.587144.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.98949,46.78148.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.7002,45.4893.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.6197,45.352517.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.31163,48.46703.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.966829,49.204821.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.87497,49.68285.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.102144,50.981601.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.773591,45.459135.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.13945,46.05846.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.62895,46.25809.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.094566,51.061741.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.5727,53.70174.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.46655,49.80935.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.792919,45.402121.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.41667,47.1265.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.71282,45.551719.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.648461,45.418097.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.811652,45.345412.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.16022,45.76799.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-79.35649,48.88639.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-67.73641,48.57105.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.615317,45.609714.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.811977,45.341559.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.910369,45.451394.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.56428,48.6283.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.622733,45.427783.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.162546,51.169855.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.65166,48.77248.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.594455,45.464542.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.92996,45.07195.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.4438,50.19904.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.145772,49.255453.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.591025,45.51459.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-64.86163,49.18106.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.70397,45.329805.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-113.986354,50.960535.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.88774,46.83963.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.25137,46.26799.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.914,47.68106.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.794266,49.172809.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-68.61279,51.85492.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.170554,49.214817.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.33876,48.85222.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.7783,46.7217.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.93713,48.85222.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.2941,46.5023.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.85353,47.97782.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.30807,50.15708.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.051317,51.030133.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-77.44604,48.18735.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.31385,46.18016.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.100942,49.201112.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.63688,46.01439.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.9011,46.3875.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.71061,46.77158.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.63896,47.02608.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.7444,45.387433.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.83198,48.42116.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.120805,51.10243.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.324521,43.633648.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.920404,49.241633.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.648197,43.688639.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.857829,49.110482.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.024955,49.23876.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.27543,49.28417.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.807483,45.619027.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.185586,49.15371.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.519216,45.602518.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.64048,46.61571.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-67.1509,48.0824.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-79.12625,48.1265.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.742956,45.462769.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.98695,46.42566.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.50685,47.0027.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.058255,49.212929.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-65.07094,49.21253.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.712474,45.494087.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.560112,45.633468.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.72804,49.215646.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-69.90595,47.84772.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.53029,45.96163.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.23713,45.66757.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.142935,51.041579.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.705863,45.423685.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.677937,43.716607.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.56315,48.04676.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.892273,45.592808.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.53289,45.601227.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-77.15241,46.04227.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.119855,51.028675.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.273,51.24131.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.349453,43.742504.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.77094,48.46883.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-79.30539,47.48052.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.34687,48.92116.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.622757,43.783428.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.36926,48.39898.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.02917,48.3783.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.76024,46.44904.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-65.28959,48.85941.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.64579,46.44005.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.70137,49.66427.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.07178,45.51079.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-113.946223,51.129284.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.00916,46.28058.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.582651,45.36342.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.550394,43.706903.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.64621,48.73771.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-79.29586,49.60761.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.676878,45.392601.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-79.0669,48.95624.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.576874,43.759443.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.0375,46.6114.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.710007,45.495794.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.71125,49.47063.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.506935,43.816017.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.19492,50.44904.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.117413,49.234347.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.566582,45.402397.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.36282,49.35402.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.2139,45.8311.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-76.14986,45.90708.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.38538,48.61751.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.731337,45.335734.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.87,46.1383.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-70.8344,46.3087.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.918358,49.168523.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.102123,49.206135.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.46891,45.472944.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.75491,49.178717.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.937067,49.134571.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-79.28906,47.90978.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-68.79366,48.90078.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-113.981673,51.046665.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.164868,51.142246.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-77.07682,46.33783.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.720568,45.455207.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.812993,49.117372.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.29197,43.800642.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.35964,46.06295.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.980428,49.239795.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.811082,45.450678.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.464559,45.482775.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-72.31421,45.13639.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-77.05954,47.13549.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.833332,45.417431.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.730346,45.619184.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-77.0608,47.2269.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.37997,48.56565.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-78.02212,48.61841.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-114.075354,51.072899.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.89612,45.55576.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-75.72667,46.06385.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-73.90487,46.67566.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-71.77021,46.85492.jpg",1.0
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.803586,45.438159.jpg",0.0
"/home/maelys/ensta3A/computer_vision/train/wildfire/-74.70917,50.30306.jpg",1.0
